Preliminary Day-ahead Scheduling Reserve Summary
Month:,"March, 2009" ,Report Creation Timestamp (EPT):, 08/03/2012 10:28:28 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
03/11/2009 20,03/12/2009 00,.100,80303.473000,4926.100,492.61,4926.100
03/11/2009 21,03/12/2009 01,.090,82036.027000,4919.200,442.73,4919.200
03/11/2009 22,03/12/2009 02,.050,79678.825000,4926.500,246.46,4926.500
03/11/2009 23,03/12/2009 03,.000,75018.848000,4906.700,.00,4906.700
03/11/2009 24,03/12/2009 04,.000,69623.897000,4787.800,.00,4787.800
03/12/2009 01,03/12/2009 05,.010,65753.784000,4437.800,44.42,4437.800
03/12/2009 02,03/12/2009 06,.000,63798.333000,4438.000,.00,4438.000
03/12/2009 03,03/12/2009 07,.000,63016.610000,4494.100,.00,4494.100
03/12/2009 04,03/12/2009 08,.000,63252.345000,4469.500,.00,4469.500
03/12/2009 05,03/12/2009 09,.010,65001.319000,4302.800,43.06,4302.800
03/12/2009 06,03/12/2009 10,.050,69944.982000,4428.900,221.57,4428.900
03/12/2009 07,03/12/2009 11,.050,79263.202000,4445.900,222.42,4445.900
03/12/2009 08,03/12/2009 12,.050,85516.230000,4427.700,221.51,4427.700
03/12/2009 09,03/12/2009 13,.050,85868.216000,4426.800,221.46,4426.800
03/12/2009 10,03/12/2009 14,.050,85448.257000,4424.700,221.32,4424.700
03/12/2009 11,03/12/2009 15,.050,84934.423000,4410.800,220.68,4410.800
03/12/2009 12,03/12/2009 16,.050,83770.172000,4473.400,223.78,4473.400
03/12/2009 13,03/12/2009 17,.050,82541.409000,4471.300,223.72,4471.300
03/12/2009 14,03/12/2009 18,.050,81407.249000,4487.100,224.51,4487.100
03/12/2009 15,03/12/2009 19,.050,80047.181000,4493.700,224.85,4493.700
03/12/2009 16,03/12/2009 20,.010,79029.390000,4425.400,44.28,4425.400
03/12/2009 17,03/12/2009 21,.050,79541.636000,4479.300,224.14,4479.300
03/12/2009 18,03/12/2009 22,.050,80539.476000,4492.200,224.73,4492.200
03/12/2009 19,03/12/2009 23,.050,82203.172000,4475.400,223.92,4475.400
