Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"November, 2009 ",Report Creation Timestamp (EPT):, 12/01/2011 10:59:08 AM,,,
11/30/2009 06,11/30/2009 11,0,61786.602,5422.3,0,5422.3
11/30/2009 07,11/30/2009 12,0.04,69549.626,5365.2,214.62,5365.2
11/30/2009 08,11/30/2009 13,0.05,74610.553,5557.8,278.04,5557.8
11/30/2009 09,11/30/2009 14,0.05,76138.339,5557.4,277.92,5557.4
11/30/2009 10,11/30/2009 15,0.04,77189.746,5485.5,219.42,5485.5
11/30/2009 11,11/30/2009 16,0.04,77986.395,5487,219.44,5487
11/30/2009 12,11/30/2009 17,0.04,78254.012,5486.2,219.47,5486.2
11/30/2009 13,11/30/2009 18,0.04,78329.023,5557.3,222.31,5557.3
11/30/2009 14,11/30/2009 19,0.04,78323.471,5557.1,222.25,5557.1
11/30/2009 15,11/30/2009 20,0.04,78121.222,5503,220.09,5503
11/30/2009 16,11/30/2009 21,0.04,78532.67,5456.5,218.23,5456.5
11/30/2009 17,11/30/2009 22,0.04,81392.636,5517.4,220.7,5517.4
11/30/2009 18,11/30/2009 23,0.05,86564.654,5549.8,277.59,5549.8
11/30/2009 19,12/01/2009 00,0.05,88133.397,5499.8,275.03,5499.8
11/30/2009 20,12/01/2009 01,0.05,87361.043,5516.5,275.95,5516.5
11/30/2009 21,12/01/2009 02,0.05,85775.521,5542.2,277.16,5542.2
11/30/2009 22,12/01/2009 03,0.04,82563.097,5512.8,220.52,5512.8
11/30/2009 23,12/01/2009 04,0,77357.466,5477.5,0,5477.5
11/30/2009 24,12/01/2009 05,0,71768.385,5482.5,0,5482.5
End of Report,,,,,,
